id,exam_year_roc,exam_session,exam_code,paper_code,question_no,subject_group_coarse,subject_group_keyword,anatomy_region,stem,option_A,option_B,option_C,option_D,option_E,answer,correct_answers,answer_credit_type,answer_note,needs_image_review,source_question_pdf,source_answer_pdf
MOEX-101110-1101-Q012,101,第二次,101110,1101,12,解剖學,胸腔,胸腔,下列何項關於胸骨劍突（xiphoid process）的敘述錯誤？,其外型因人而異，可尖、可鈍，也可能分枝,在體表的投射點表示心臟下緣,在體表的投射點表示肝臟的上界,相對於第十二胸椎的高度,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q013,101,第二次,101110,1101,13,解剖學,腹部,腹部,下列何者不是髂內動脈（internal iliac artery）的分支？,閉孔動脈,直腸上動脈,直腸中動脈,陰部內動脈,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q014,101,第二次,101110,1101,14,解剖學,骨盆與會陰,骨盆與會陰,下列何者位於輸卵管的外側？,懸韌帶,樞紐韌帶,卵巢韌帶,子宮圓韌帶,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q015,101,第二次,101110,1101,15,解剖學,腹部,腹部,下列何者發生阻塞，最不影響輸精管的血液供應？,睪丸動脈,膀胱下動脈,直腸中動脈,陰部內動脈,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q016,101,第二次,101110,1101,16,解剖學,下肢,下肢,臀下神經（inferior gluteal nerve）受到壓迫損傷，下列何者會受影響？,臀大肌,臀中肌,臀小肌,闊筋膜張肌,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q017,101,第二次,101110,1101,17,解剖學,下肢,下肢,支配下孖肌（inferior gemellus）的神經受損，下列何者也可能退化萎縮？,上孖肌（superior gemellus）,梨狀肌（piriformis）,股方肌（quadratus femoris）,閉孔內肌（obturator internus）,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q018,101,第二次,101110,1101,18,組織學,組織學,,直腸中動脈發生阻塞，下列何者最不受影響？,膀胱,陰道,儲精囊,前列腺,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q019,101,第二次,101110,1101,19,解剖學,下肢,下肢,下列何者在小腿沒有神經伴行？,脛後動脈（posterior tibial artery）,脛前動脈（anterior tibial artery）,腓動脈（peroneal artery）,小隱靜脈（small saphenous vein）,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q020,101,第二次,101110,1101,20,解剖學,頭頸部,頭頸部,手肘彎曲時，尺骨頭（head of ulna）與下列何者接觸？,尺骨切迹（ulnar notch）,冠狀窩（coronoid fossa）,橈骨窩（radial fossa）,鷹嘴窩（olecranon fossa）,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q021,101,第二次,101110,1101,21,未分類,,,內收肌裂孔（adductor hiatus）為位於下列何者的構造？,內收長肌（adductor longus）,內收短肌（adductor brevis）,內收大肌（adductor magnus）,恥骨肌（pectineus）,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q022,101,第二次,101110,1101,22,解剖學,上肢,上肢,下列關節活動度中，何者最大？,第五掌骨（5th metacarpal bone）與其近端指骨間的關節,第一掌骨（1st metacarpal bone）與其近端指骨間的關節,第五掌骨（5th metacarpal bone）與腕骨間的關節,第一掌骨（1st metacarpal bone）與腕骨間的關節,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q023,101,第二次,101110,1101,23,解剖學,胸腔,胸腔,肩胛骨內緣背翻，無法貼近胸壁，此現象最可能肇因於下列何者之損傷？,前鋸肌（serratus anterior）,斜方肌（trapezius）,大菱形肌（rhomboid major）,肩胛提肌（levator scapulae）,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q024,101,第二次,101110,1101,24,解剖學,下肢,下肢,下列何者穿過內收肌裂孔（adductor hiatus）？,深股動脈（deep artery of thigh）,股神經（femoral nerve）,隱神經（saphenous nerve）,膕動脈（popliteal artery）,,#,A|B|C|D,all_credit,第24題一律 給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q025,101,第二次,101110,1101,25,解剖學,下肢,下肢,內蹠神經（medial plantar nerve）受傷時，最不會影響下列何種動作？,腳拇趾內收,腳拇趾外展,腳拇趾屈曲,腳趾屈曲,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q026,101,第二次,101110,1101,26,解剖學,上肢,上肢,下列關於肱動脈的敘述，何者錯誤？,肱動脈位在手臂內側，肱三頭肌及肱肌的前面,與腋神經伴行的深肱動脈為肱動脈的分支,腋動脈通過大圓肌下緣後稱為肱動脈,肱動脈在手臂與正中神經伴行,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q027,101,第二次,101110,1101,27,解剖學,骨盆與會陰,骨盆與會陰,下列何者的力量不足，最可能造成咳嗽時漏尿之現象？,梨狀肌,臀大肌,提肛肌,閉孔內肌,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q028,101,第二次,101110,1101,28,組織學,組織學,,青春期前，大部分的胸腺位在下列何處？,上縱膈腔,前縱膈腔,中縱膈腔,後縱膈腔,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q029,101,第二次,101110,1101,29,胚胎學,胚胎學,,下列何期開始時，胎兒的頭長約占其頭踵長（crown-heel length）的一半？,次三月期（second trimester）,胚期（embryonic period）,胎期（fetal period）,胎動期（stage of quickening）,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q030,101,第二次,101110,1101,30,胚胎學,胚胎學,,胚體發育過程中，下列何器官在第三週中期開始發育，最早成熟與具有生理機能？,腦,心臟,肝臟,腎臟,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q031,101,第二次,101110,1101,31,解剖學,腹部,腹部,腎臟體積變大主要是因為下列何者長度增加所致？,遠端彎曲小管（distal convoluted tubule）,集尿管（collecting duct）,近端彎曲小管（proximal convoluted tubule）,輸尿管（ureter）,,#,A|B|C|D,all_credit,第31題除未作答者不給分外，其餘均給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q032,101,第二次,101110,1101,32,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,懷孕早期感染德國麻疹，可能造成的疾病，下列何者除外？,先天性耳聾,心臟病,白內障,大腦鈣化,,#,A|B|C|D,all_credit,第32題一律給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q033,101,第二次,101110,1101,33,解剖學,神經解剖,神經解剖,有關內耳（inner ear），下列敘述何項錯誤？,內耳包括骨性與膜性迷路（bony and membranous labyrinth）,內淋巴液（endolymph）充滿整個膜性迷路（membranous labyrinth）,前庭膜（vestibular membrane）將中階（scala media）與前庭階（scala vestibuli）分開,壺腹嵴（cristae ampullaris）感受直線加速運動（linear acceleration）及地心引力（gravity）,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q034,101,第二次,101110,1101,34,胚胎學,胚胎學,,有關女性生殖系統之排卵過程，下列敘述何項錯誤？,排卵前會有黃體刺激素（LH）之大量釋放（LH surge）,排出後的卵不含放射冠（corona radiata）,卵的第一次減數分裂（meiosis）在排卵前完成,卵的第二次減數分裂（meiosis）在卵受精時（fertilization）完成,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q035,101,第二次,101110,1101,35,組織學,組織學,,有關 Clara 細胞，下列何項敘述錯誤？,屬不具纖毛之單層立方細胞（simple cuboidal epithelium）,可以分泌類似肺泡表面作用劑（surfactant-like material）,具有氣體的交換功能,分布於終端小支氣管（terminal bronchioles）內,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q036,101,第二次,101110,1101,36,組織學,組織學,,胰臟之腺泡中央細胞（centroacinar cells）的來源是什麼？,產酵素細胞（zymogenic cells）,蘭氏小島（islet of Langerhans）細胞,小葉間管（interlobular duct）細胞,閏管（intercalated duct）細胞,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q037,101,第二次,101110,1101,37,組織學,組織學,,有關心血管系統，下列敘述何者錯誤？,有些心房心肌細胞含有顆粒,心室間隔膜狀區（membranous portion）是由結締組織構成,心室間隔或心房間隔表層皆無內皮細胞,心室間隔的膜狀區內含有 A-V 束（A-V bundle）,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q038,101,第二次,101110,1101,38,組織學,組織學,,有關成熟骨骼肌纖維和心肌纖維的比較，下列敘述何者正確？,兩者都屬多核細胞,兩者都藉肌間盤（intercalated disk）連結相鄰的肌細胞,皆有基底板（basal lamina）包被,兩者都具有絲分裂的能力,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q039,101,第二次,101110,1101,39,組織學,組織學,,下列有關類骨質（osteoid）的敘述何者正確？,是完全鈣化的骨基質,是骨基質鈣化前的有機質,是破骨細胞的分泌物,是形成軟骨的前驅物質,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q040,101,第二次,101110,1101,40,組織學,組織學,,正常皮膚老化之特徵，不包含下列何者？,蘭格罕氏細胞（Langerhans cells）逐年減少,真皮乳頭層（papillary dermis）彈性纖維減少,真皮網狀層（reticular dermis）彈性纖維減少,真皮上皮接合處（dermal-epidermal junction）變平,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q041,101,第二次,101110,1101,41,組織學,組織學,,糖尿病腎絲球病變（diabetic glomerulopathy）進程中，不包括下列何者之變化？,足細胞數增加,足突消失（foot process effacement）,腎絲球基底膜（glomerular basement membrane）結構破壞,腎小球間質細胞（mesangial cells）形態改變,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q042,101,第二次,101110,1101,42,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,發展淋病（gonorrhea）疫苗最主要的困難為何？,淋病球菌無法於體外培養,淋病球菌體表成分不具抗原性,淋病球菌無法在人體產生保護性抗體,淋病球菌體表抗原性極易改變,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q043,101,第二次,101110,1101,43,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,肝硬化或肝癌病人因生食海鮮，特別是生蠔，而導致進展快速的敗血症（septicemia），常由於感染 了下列那種細菌？,創傷弧菌（Vibrio vulnificus）,綠膿桿菌（Pseudomonas aeruginosa）,副溶血弧菌（Vibrio parahaemolyticus）,空腸彎曲菌（Campylobacter jejuni）,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q044,101,第二次,101110,1101,44,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,從一泌尿道感染病人的檢體中，分離到一抗耐啶酸（Nalidixic acid）的細菌，此菌產生抗藥最主要的 原因為何？,細胞壁結構組成改變,DNA gyrase 結構發生改變,50S 核糖體結構改變,30S 核糖體結構改變,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q045,101,第二次,101110,1101,45,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,有關葡萄球菌（Staphylococcus）引起的食物中毒的敘述，下列那一項錯誤？,是由 heat-labile enterotoxin 引起,症狀產生快，大約 4 小時內就會發生,症狀消失快，大約 24 小時會消失,有些 Staphylococcus aureus 菌種會導致 pseudomembranous enterocolitis,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q046,101,第二次,101110,1101,46,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列那一類細菌的細胞膜含有固醇（sterols） ，生長時需從外界攝取膽固醇（cholesterol） ，且對 penicillin 類的抗生素具有抗性？,志賀氏菌（Shigella）,黴漿菌（Mycoplasma）,沙門氏菌（Salmonella）,分枝桿菌（Mycobacterium）,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q047,101,第二次,101110,1101,47,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,人單核球艾利希氏體症（human monocytotropic ehrlichiosis）會有持續發燒、頭痛、全身或局部肌肉 痛、肝脾及淋巴結腫大等症狀，通常較少出現皮膚斑疹，是由 Ehrlichia canis 感染所致，屬於新興傳 染病的一種。關於此症的敘述，下列何者錯誤？,該疾病可用 Doxycycline 或 Tetracycline 進行治療,該致病原之傳播媒介以壁虱（硬蜱）為主,該致病原會寄生在感染者的顆粒球、單核球、紅血球及血小板細胞中,該致病原之細胞壁主要由 peptidoglycan 組成,,#,C|D,multiple_accepted,第 47題答C或D或CD者均給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q048,101,第二次,101110,1101,48,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,1976 年夏天，美國退伍軍人在費城召開退伍軍人協會會議期間，在同一住宿的飯店竟然發現有 221 人罹患「急性肺炎」，並因而導致 34 名感染者死亡，下列何者後來被證實為致病原？,Legionella pneumophila,Chlamydia pneumoniae,Streptococcus pneumoniae,Haemophilus influenzae,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q049,101,第二次,101110,1101,49,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,在某安養院，有多名老人先後出現乾咳和胸痛等急性呼吸道感染症狀，其中數名更發展成肺炎而緊 急送醫治療。醫院由病人的肺組織或呼吸道分泌液等檢體以及安養院的冷卻水塔中，分離出同一種 培養時需添加半胱胺酸（L-cysteine）的革蘭氏陰性桿菌。下列有關此感染症的敘述，何者錯誤？,病人由呼吸道得到感染,因傳染性高，病人需隔離,目前仍無疫苗可以使用,細胞型免疫（cellular immunity）是人體主要的防禦機制,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q050,101,第二次,101110,1101,50,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,承上題，下列有關此致病菌的敘述，何者正確？,此菌可感染人和動物,此菌必須培養在無氧的環境中,此菌在惡劣環境中會形成孢子（spores）,此菌可在巨噬細胞（macrophage）內增殖,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q051,101,第二次,101110,1101,51,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,有關 E 型肝炎病毒的敘述，下列何者正確？,可造成慢性肝炎甚至肝癌,可以 RT-PCR 進行偵測,感染孕婦有較低的致死率,病毒基因體只含有一個大的 open reading frame（ORF）,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q052,101,第二次,101110,1101,52,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列何種病毒之抗體測定是目前捐血時必須檢驗的項目？,Hepatitis A virus,Hepatitis C virus,Hepatitis E virus,Hepatitis D virus,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q053,101,第二次,101110,1101,53,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列何種病毒不會造成呼吸道感染？,Hepatitis D virus,Influenza virus,Respiratory syncytial virus,Adenovirus,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q054,101,第二次,101110,1101,54,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列有關日本腦炎病毒（Japanese encephalitis virus）與登革熱病毒（Dengue virus）特性之敘述，何 者正確？,均可注射疫苗，預防感染,被感染之宿主可再直接散播病毒,均由埃及斑蚊傳播,感染後均產生感冒般症狀（flu-like symptom）,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q055,101,第二次,101110,1101,55,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,野生小兒麻痺病毒株已近乎絕跡，陳醫師發現疑似案例，下列何種實驗方法最能夠確定其為小兒麻 痺野生株或沙賓口服疫苗株？,紅血球凝集試驗,溶菌斑實驗,基因定序,單株抗體中和反應,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q056,101,第二次,101110,1101,56,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,某男大學生正在談戀愛，突然身體不適出現嚴重之虛弱無力、疲勞、發燒、咽喉炎及腺體腫脹等症 狀，經醫師診斷後給予氨比西林（Ampicillin）治療後出現紅疹，血液抹片檢查觀察到非典型淋巴細 胞，且血清內測得嗜異性抗體（heterophile antibody）。下列有關該疾病之敘述何者正確？,由 EB 病毒（Epstein-Barr virus）感染所引起的傳染性單核球增多症（infectious mononucleosis）,由 HIV 病毒（Human immunodeficiency virus）感染所引起之免疫缺失症,由巨細胞病毒（Cytomegalovirus）感染所引起之類單核球增多症（mononucleosis-like）,由單純疱疹病毒（Herpes simplex virus）感染所引起之咽喉炎,,A,A,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q057,101,第二次,101110,1101,57,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,在 真 菌 伺 機 性 感 染 症（ Opportunistic mycosis）中，目 前 唯 一 造 成 人 類 疾 病 並 屬 於 擔 子 菌 綱 （Basidiomycetes）之病原菌是下列何者？,Penicillium marneffei,Aspergillus fumigatus,Rhizopus stolonifer,Cryptococcus neoformans,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q058,101,第二次,101110,1101,58,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,一位 65 歲女性是長期糖尿病患者，因念珠菌血症（Candidemia）住院治療，血液培養證實感染之病原 為白色念珠菌（Candida albicans）。經以靜脈注射投予 Fluconazole 二星期，血液培養呈陰性反應，病 情也獲得控制後出院。但再經二星期，同樣的感染再度發生，在同時考慮這位患者之腎功能（creatinine 指數 1.3 mg/dL），最可能進一步治療之方式為何？,繼續投予 Fluconazole 同時提高劑量,改投予 Amphotericin B 合併 Flucytosine,改投予 Caspofungin,改投予 Ketoconazole,,#,C|D,multiple_accepted,第58題答C或D或CD者均給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q059,101,第二次,101110,1101,59,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列何種病毒，會引起睪丸、卵巢、胰臟等腺體發炎之病症？,麻疹病毒,呼吸道融合病毒,副流行性感冒病毒,腮腺炎病毒,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q060,101,第二次,101110,1101,60,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列那一個選項所列的兩種菌屬，最可能是造成 Tinea unguium（甲癬、灰指甲）感染之皮膚真菌性 病原（Dermatophytes）？,Sporothrix and Microsporum,Epidermophyton and Microsporum,Trichophyton and Epidermophyton,Trichophyton and Sporothrix,,#,B|C,multiple_accepted,第60題答 B或C或BC者均給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q061,101,第二次,101110,1101,61,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,關於細菌基因傳遞的敘述，下列何者錯誤？,Conjugation 是由細菌與細菌接觸進行,Plasmid 不能經由 conjugation 傳遞,在某些細菌是可直接將外來 DNA 帶入菌體內,Transduction 通常由噬菌體造成,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q062,101,第二次,101110,1101,62,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列何者為小腸黏膜區（mucosa）的 M 細胞之主要功能？,分泌 IgA,分泌黏液（mucus）,使腸道（lumen）中之抗原進入組織,使組織中之抗原進入腸道,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q063,101,第二次,101110,1101,63,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,補體（complement）活化過程中產生之 C3 convertase 能分解 C3，製造大量 C3a 及 C3b。其中 C3b 之功能為何？,引起局部發炎反應，吸引巨噬細胞（macrophage）、嗜中性細胞（neutrophil）來到該部位,在病原菌表面形成共價鍵連結，表現 C3b 之病原菌就容易被吞噬細胞（phagocytes）吞噬,直接攻擊病原菌之細胞膜,分解 C4 成為 C4a 及 C4b,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q064,101,第二次,101110,1101,64,組織學,組織學,,樹突細胞所分泌的細胞激素會影響CD4+ T細胞之分化，下列那些細胞激素會刺激第十七型輔助性T 細胞（TH17）之分化？,TGF-β，IL-6 及 IL-10,TGF-β 及 IL-10,IL-10 及 IL-6,TGF-β 及 IL-6,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q065,101,第二次,101110,1101,65,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,"目前所知人類基因之中，與自體免疫疾病有顯著相關性者，是人類白血球抗原（Human Leukocyte Antigen, HLA）基因。某些人類白血球抗原（HLA）基因在某自體免疫疾病患者中的存在有較為增高 現象，是為有較高的「相較性的危險值」（relative risk）引起自體免疫致病性。下列那一項基因和疾 病關係的敘述是正確的？",DR3 對於僵直性脊椎炎（Ankylosing spondylitis）,DR4 對於僵直性脊椎炎,DR3/DR4 對於第一型糖尿病（type I diabetes mellitus）,DR5 對於僵直性脊椎炎,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q066,101,第二次,101110,1101,66,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,出生於溫哥華之加拿大籍華裔青年大衛，今年暑假第一次回臺灣探望高齡祖父母，搭機前接受過 2 次 B 型肝炎疫苗注射，他血清中對 B 型肝炎表面抗原的抗體最有可能的情形為何？,第一次疫苗接種後第 5 天出現極高量 IgM,第一次疫苗接種後第 5 天出現極高量 IgG,第二次疫苗接種後第 5 天出現極高量 IgM,第二次疫苗接種後第 5 天出現極高量 IgG,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q067,101,第二次,101110,1101,67,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列那 2 種免疫球蛋白（immunoglobulin），可以提供新生兒對抗病原菌保護力？,IgA 與 IgD,IgD 與 IgE,IgE 與 IgG,IgG 與 IgA,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q068,101,第二次,101110,1101,68,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,Epstein-Barr 病毒（EBV）感染人體後和免疫系統相互作用會引起各式各樣的疾病。下列何者不屬於 EBV 感染後引起的疾病表現？,感染性單核球增多症,急性 B 細胞淋巴球性白血病,鼻咽癌,產生多株自體抗體,,#,A|B|C|D,all_credit,第68題一律給分，,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q069,101,第二次,101110,1101,69,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,"免疫球蛋白（immunoglobulin, Ig）與 T 細胞受體（T-cell receptor, TCR）分子的多變區（variable domain），其基因均需進行 V(D)J 片段重組（recombination），但下列那一項是 TCR 基因重組時比 較少發生的現象？",基因遺傳多個 V 基因片段,啟動 RAG（recombination-activating gene）的活性,可能產生迴文添加（palindromic-addition）的現象,體超突變（Somatic hypermutation）,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q070,101,第二次,101110,1101,70,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,"格蘭氏陰性菌細胞壁成分中的脂多醣體（Lipopolysaccharide, LPS）是很強的免疫刺激物質。生物體 感受到 LPS 的刺激時會產生血壓降低，體溫上升的症狀。有時甚至會導致休克。主要產生體溫上升 的免疫細胞和媒介物質，下列何者最為重要？",自然殺手細胞產生的第一型干擾素,巨噬細胞產生的 IL-1,T 細胞產生的 IL-4,樹突細胞產生的 IL-10,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q071,101,第二次,101110,1101,71,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,B 細胞於結合抗原活化時，因為沒有獲得 T 細胞協助的遺傳疾病：高 IgM 症候群（hyper-IgM syndrome），常是因為那一個基因的缺損所致？,DNA helicase,Bruton’s tyrosine kinase（Btk）,CD40 ligand（CD40L）,Recombination-activating gene（RAG）,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q072,101,第二次,101110,1101,72,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,一個新生兒有下列何種疾病時，一定要避免卡介苗的施打？,免疫球蛋白低下症,嚴重混合性免疫功能缺損,肺結核家族史,巨細胞病毒胎內感染,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q073,101,第二次,101110,1101,73,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,李女士在健康檢查時血液中的 antinuclear antibody（ANA）價數達到 1：8（titer 1：8），她沒有身體 不適，也沒有其他的檢驗值異常。出現 ANA 自體抗體的意義為何？,應是檢驗錯誤，需重新抽血再測一次,李女士已得到紅斑性狼瘡,李女士即將於近期發病，得到紅斑性狼瘡,某種低程度的自體免疫性是身體正常免疫功能運作的一部分,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q074,101,第二次,101110,1101,74,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,陳老師從小就常因過敏性氣喘發作就醫。他帶領小學生畢業旅行，在晚上 9 時因為頑皮的小朋友在 睡前打枕頭戰，接觸到塵蟎過敏原而感到不適，但在使用氣管擴張劑後改善。陳老師在凌晨 4 時因 為氣喘又嚴重發作被送到急診處就診。到急診時最合乎當時情形的免疫機轉為何？,第四型（細胞免疫反應）的過敏反應,第一型（立即免疫反應）的晚期反應,自體免疫抗體攻擊肺泡基底膜,過敏原接觸導致免疫缺損引發細菌性肺炎,,B,B,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q075,101,第二次,101110,1101,75,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,下列有關陰道滴蟲的敘述，何者錯誤？,根據非洲的研究顯示，陰道滴蟲症患者感染 HIV 的機率較高,男性患者通常無明顯症狀，但也可能引起攝護腺炎,首選用藥為 metronidazole,由滋養體（trophozoite）及囊體（cyst）之形態來鑑別種類,,D,D,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q076,101,第二次,101110,1101,76,微生物免疫學/寄生蟲學,微生物免疫/寄生蟲,,人類食用含有囊狀幼蟲的水生植物，可能感染下列那些寄生蟲？ ① 橫川異形吸蟲（Metagonimus yokogawai） ②薑片蟲（Fasciolopsis buski） ③牛羊肝吸蟲（Fasciola hepatica） ④衛氏肺吸蟲 （Paragonimus westermani）,①③,①④,②③,②④,,C,C,standard,,False,101110_1101.pdf,101110_MOD1101.pdf
MOEX-101110-1101-Q077,101,第二次,101110,1101,77,解剖學,神經解剖,神經解剖,下列敘述，何者錯誤？,甘比亞錐蟲（Trypanosoma gambiense）只分布於東非,錐鞭毛體（trypomastigote）具有波動膜（undulating membrane）,甘比亞錐蟲沒有保蟲宿主,非洲錐蟲症的檢查材料包括血液、淋巴液及腦脊髓液,,#,A|C,multiple_accepted,第77題答A或C或AC者均給分 ，,False,101110_1101.pdf,101110_MOD1101.pdf
